"TypeNamespacePrefix","TypeName","QualifiedType","PropertyNamespacePrefix","PropertyName","QualifiedProperty","MinOccurs","MaxOccurs","Definition","SequenceNumber"
"cbrn","AcknowledgementDataType","cbrn:AcknowledgementDataType","cbrn","AcknowledgingAgency","cbrn:AcknowledgingAgency","0","unbounded","",8
"cbrn","AcknowledgementDataType","cbrn:AcknowledgementDataType","cbrn","ScanIdentificationData","cbrn:ScanIdentificationData","0","unbounded","",18
"cbrn","AcknowledgementDataType","cbrn:AcknowledgementDataType","cbrn","AcknowledgementDataAugmentationPoint","cbrn:AcknowledgementDataAugmentationPoint","0","unbounded","",9999
"cbrn","AcknowledgingAgencyType","cbrn:AcknowledgingAgencyType","cbrn","AcknowledgingAgencyCode","cbrn:AcknowledgingAgencyCode","0","unbounded","",1
"cbrn","AcknowledgingAgencyType","cbrn:AcknowledgingAgencyType","nc","OrganizationName","nc:OrganizationName","0","unbounded","",2
"cbrn","AcknowledgingAgencyType","cbrn:AcknowledgingAgencyType","nc","OrganizationIdentification","nc:OrganizationIdentification","0","unbounded","",3
"cbrn","AcknowledgingAgencyType","cbrn:AcknowledgingAgencyType","cbrn","AcknowledgingAgencyAugmentationPoint","cbrn:AcknowledgingAgencyAugmentationPoint","0","unbounded","",9999
"biom","AcquisitionLightingSpectrumType","biom:AcquisitionLightingSpectrumType","biom","AcquisitionLightingSpectrumCode","biom:AcquisitionLightingSpectrumCode","0","unbounded","",1
"biom","AcquisitionLightingSpectrumType","biom:AcquisitionLightingSpectrumType","biom","AcquisitionLightingSpectrumLowerMeasure","biom:AcquisitionLightingSpectrumLowerMeasure","0","unbounded","",2
"biom","AcquisitionLightingSpectrumType","biom:AcquisitionLightingSpectrumType","biom","AcquisitionLightingSpectrumUpperMeasure","biom:AcquisitionLightingSpectrumUpperMeasure","0","unbounded","",3
"biom","AcquisitionLightingSpectrumType","biom:AcquisitionLightingSpectrumType","biom","AcquisitionLightingSpectrumAugmentationPoint","biom:AcquisitionLightingSpectrumAugmentationPoint","0","unbounded","",9999
"ag","AcreageSubmissionFileType","ag:AcreageSubmissionFileType","ag","CropYearValue","ag:CropYearValue","1","1","",1
"ag","AcreageSubmissionFileType","ag:AcreageSubmissionFileType","ag","OriginatorIdentificationID","ag:OriginatorIdentificationID","1","1","",2
"ag","AcreageSubmissionFileType","ag:AcreageSubmissionFileType","ag","CustomerInfo","ag:CustomerInfo","1","unbounded","",3
"ag","AcreageSubmissionFileType","ag:AcreageSubmissionFileType","ag","FarmCropAcreage","ag:FarmCropAcreage","1","unbounded","",4
"ag","AcreageSubmissionFileType","ag:AcreageSubmissionFileType","ag","AcreageSubmissionFileAugmentationPoint","ag:AcreageSubmissionFileAugmentationPoint","0","unbounded","",9999
"j","ActivityArrestAssociationType","j:ActivityArrestAssociationType","nc","Activity","nc:Activity","0","unbounded","",10
"j","ActivityArrestAssociationType","j:ActivityArrestAssociationType","j","Arrest","j:Arrest","0","unbounded","",20
"j","ActivityArrestAssociationType","j:ActivityArrestAssociationType","j","ActivityArrestAssociationAugmentationPoint","j:ActivityArrestAssociationAugmentationPoint","0","unbounded","",9999
"j","ActivityAugmentationType","j:ActivityAugmentationType","j","ActivityCompletedIndicator","j:ActivityCompletedIndicator","0","unbounded","",10
"em","ActivityAugmentationType","em:ActivityAugmentationType","em","ActivityEarlyResponseTriggerText","em:ActivityEarlyResponseTriggerText","0","unbounded","",10
"em","ActivityAugmentationType","em:ActivityAugmentationType","em","ActivityTerminationConditionText","em:ActivityTerminationConditionText","0","unbounded","",10
"j","ActivityAugmentationType","j:ActivityAugmentationType","j","ActivityEstimatedDuration","j:ActivityEstimatedDuration","0","unbounded","",10
"j","ActivityAugmentationType","j:ActivityAugmentationType","j","ActivityVerifiedDate","j:ActivityVerifiedDate","0","unbounded","",10
"j","ActivityAugmentationType","j:ActivityAugmentationType","j","ActivityActualDuration","j:ActivityActualDuration","0","unbounded","",10
"j","ActivityAugmentationType","j:ActivityAugmentationType","j","ActivityApprovedIndicator","j:ActivityApprovedIndicator","0","unbounded","",10
"j","ActivityAugmentationType","j:ActivityAugmentationType","j","ActivitySignature","j:ActivitySignature","0","unbounded","",10
"j","ActivityAugmentationType","j:ActivityAugmentationType","j","ActivityAssignedDate","j:ActivityAssignedDate","0","unbounded","",10
"j","ActivityAugmentationType","j:ActivityAugmentationType","j","ActivityCapacityQuantity","j:ActivityCapacityQuantity","0","unbounded","",10
"j","ActivityAugmentationType","j:ActivityAugmentationType","j","ActivityComment","j:ActivityComment","0","unbounded","",10
"j","ActivityAugmentationType","j:ActivityAugmentationType","j","ActivityEffectiveDate","j:ActivityEffectiveDate","0","unbounded","",10
"j","ActivityAugmentationType","j:ActivityAugmentationType","j","ActivityFrequencyText","j:ActivityFrequencyText","0","unbounded","",10
"j","ActivityAugmentationType","j:ActivityAugmentationType","j","ActivityPrescribedDuration","j:ActivityPrescribedDuration","0","unbounded","",10
"j","ActivityAugmentationType","j:ActivityAugmentationType","j","ActivityReportedDate","j:ActivityReportedDate","0","unbounded","",10
"j","ActivityAugmentationType","j:ActivityAugmentationType","j","ActivityRequestedDate","j:ActivityRequestedDate","0","unbounded","",10
"j","ActivityAugmentationType","j:ActivityAugmentationType","j","ActivitySequenceNumeric","j:ActivitySequenceNumeric","0","unbounded","",10
"j","ActivityAugmentationType","j:ActivityAugmentationType","j","ActivityDocumentServer","j:ActivityDocumentServer","0","unbounded","",10
"j","ActivityAugmentationType","j:ActivityAugmentationType","j","ActivityDueDate","j:ActivityDueDate","0","unbounded","",10
"j","ActivityAugmentationType","j:ActivityAugmentationType","j","CaseLinkage","j:CaseLinkage","0","unbounded","",10
"j","ActivityAugmentationType","j:ActivityAugmentationType","j","Narrative","j:Narrative","0","unbounded","",10
"j","ActivityAugmentationType","j:ActivityAugmentationType","j","CaseNumberText","j:CaseNumberText","0","unbounded","",10
"j","ActivityAugmentationType","j:ActivityAugmentationType","j","ActivityScheduledDate","j:ActivityScheduledDate","0","unbounded","",10
"em","ActivityAugmentationType","em:ActivityAugmentationType","em","ActivityLocation","em:ActivityLocation","0","unbounded","",20
"j","ActivityAugmentationType","j:ActivityAugmentationType","j","ActivityDocumentValidator","j:ActivityDocumentValidator","0","unbounded","",20
"j","ActivityAugmentationType","j:ActivityAugmentationType","j","ActivityOfficial","j:ActivityOfficial","0","unbounded","",30
"j","ActivityCaseAssociationType","j:ActivityCaseAssociationType","nc","Activity","nc:Activity","0","unbounded","",30
"j","ActivityCaseAssociationType","j:ActivityCaseAssociationType","nc","Case","nc:Case","0","unbounded","",40
"j","ActivityCaseAssociationType","j:ActivityCaseAssociationType","j","ActivityCaseAssociationAugmentationPoint","j:ActivityCaseAssociationAugmentationPoint","0","unbounded","",9999
"j","ActivityChargeAssociationType","j:ActivityChargeAssociationType","nc","Activity","nc:Activity","0","unbounded","",50
"j","ActivityChargeAssociationType","j:ActivityChargeAssociationType","j","Charge","j:Charge","0","unbounded","",60
"j","ActivityChargeAssociationType","j:ActivityChargeAssociationType","j","ActivityChargeAssociationAugmentationPoint","j:ActivityChargeAssociationAugmentationPoint","0","unbounded","",9999
"j","ActivityCommunityServiceAssociationType","j:ActivityCommunityServiceAssociationType","nc","Activity","nc:Activity","0","unbounded","",70
"j","ActivityCommunityServiceAssociationType","j:ActivityCommunityServiceAssociationType","j","CommunityService","j:CommunityService","0","unbounded","",80
"j","ActivityCommunityServiceAssociationType","j:ActivityCommunityServiceAssociationType","j","ActivityCommunityServiceAssociationAugmentationPoint","j:ActivityCommunityServiceAssociationAugmentationPoint","0","unbounded","",9999
"j","ActivityContactInformationAssociationType","j:ActivityContactInformationAssociationType","nc","Activity","nc:Activity","0","unbounded","",90
"j","ActivityContactInformationAssociationType","j:ActivityContactInformationAssociationType","nc","ContactInformation","nc:ContactInformation","0","unbounded","",100
"j","ActivityContactInformationAssociationType","j:ActivityContactInformationAssociationType","nc","Person","nc:Person","0","unbounded","",110
"j","ActivityContactInformationAssociationType","j:ActivityContactInformationAssociationType","j","ActivityContactInformationAssociationAugmentationPoint","j:ActivityContactInformationAssociationAugmentationPoint","0","unbounded","",9999
"nc","ActivityConveyanceAssociationType","nc:ActivityConveyanceAssociationType","nc","Activity","nc:Activity","0","unbounded","",10
"nc","ActivityConveyanceAssociationType","nc:ActivityConveyanceAssociationType","nc","Conveyance","nc:Conveyance","0","unbounded","",20
"nc","ActivityConveyanceAssociationType","nc:ActivityConveyanceAssociationType","nc","ActivityConveyanceAssociationAugmentationPoint","nc:ActivityConveyanceAssociationAugmentationPoint","0","unbounded","",9999
"j","ActivityCounselingAssociationType","j:ActivityCounselingAssociationType","nc","Activity","nc:Activity","0","unbounded","",120
"j","ActivityCounselingAssociationType","j:ActivityCounselingAssociationType","j","Counseling","j:Counseling","0","unbounded","",130
"j","ActivityCounselingAssociationType","j:ActivityCounselingAssociationType","j","ActivityCounselingAssociationAugmentationPoint","j:ActivityCounselingAssociationAugmentationPoint","0","unbounded","",9999
"j","ActivityCourtAssociationType","j:ActivityCourtAssociationType","nc","Activity","nc:Activity","0","unbounded","",140
"j","ActivityCourtAssociationType","j:ActivityCourtAssociationType","j","Court","j:Court","0","unbounded","",150
"j","ActivityCourtAssociationType","j:ActivityCourtAssociationType","j","ActivityCourtAssociationAugmentationPoint","j:ActivityCourtAssociationAugmentationPoint","0","unbounded","",9999
"j","ActivityCourtOrderAssociationType","j:ActivityCourtOrderAssociationType","nc","Activity","nc:Activity","0","unbounded","",160
"j","ActivityCourtOrderAssociationType","j:ActivityCourtOrderAssociationType","j","CourtOrder","j:CourtOrder","0","unbounded","",170
"j","ActivityCourtOrderAssociationType","j:ActivityCourtOrderAssociationType","j","Subject","j:Subject","0","unbounded","",180
"j","ActivityCourtOrderAssociationType","j:ActivityCourtOrderAssociationType","j","ActivityCourtOrderAssociationAugmentationPoint","j:ActivityCourtOrderAssociationAugmentationPoint","0","unbounded","",9999
"j","ActivityCriminalOrganizationAssociationType","j:ActivityCriminalOrganizationAssociationType","nc","Activity","nc:Activity","0","unbounded","",190
"j","ActivityCriminalOrganizationAssociationType","j:ActivityCriminalOrganizationAssociationType","j","CriminalOrganization","j:CriminalOrganization","0","unbounded","",200
"j","ActivityCriminalOrganizationAssociationType","j:ActivityCriminalOrganizationAssociationType","nc","ActivityInvolvementAbstract","nc:ActivityInvolvementAbstract","0","unbounded","",210
"j","ActivityCriminalOrganizationAssociationType","j:ActivityCriminalOrganizationAssociationType","j","ActivityCriminalOrganizationAssociationAugmentationPoint","j:ActivityCriminalOrganizationAssociationAugmentationPoint","0","unbounded","",9999
"j","ActivityCustodyTransferAssociationType","j:ActivityCustodyTransferAssociationType","nc","Activity","nc:Activity","0","unbounded","",210
"j","ActivityCustodyTransferAssociationType","j:ActivityCustodyTransferAssociationType","j","CustodyTransfer","j:CustodyTransfer","0","unbounded","",220
"j","ActivityCustodyTransferAssociationType","j:ActivityCustodyTransferAssociationType","j","Subject","j:Subject","0","unbounded","",230
"j","ActivityCustodyTransferAssociationType","j:ActivityCustodyTransferAssociationType","j","ActivityCustodyTransferAssociationAugmentationPoint","j:ActivityCustodyTransferAssociationAugmentationPoint","0","unbounded","",9999
"nc","ActivityDocumentAssociationType","nc:ActivityDocumentAssociationType","nc","Activity","nc:Activity","0","unbounded","",1300
"nc","ActivityDocumentAssociationType","nc:ActivityDocumentAssociationType","nc","Document","nc:Document","0","unbounded","",1310
"nc","ActivityDocumentAssociationType","nc:ActivityDocumentAssociationType","nc","ActivityDocumentAssociationAugmentationPoint","nc:ActivityDocumentAssociationAugmentationPoint","0","unbounded","",9999
"j","ActivityDriverLicenseAssociationType","j:ActivityDriverLicenseAssociationType","nc","Activity","nc:Activity","0","unbounded","",240
"j","ActivityDriverLicenseAssociationType","j:ActivityDriverLicenseAssociationType","j","DriverLicense","j:DriverLicense","0","unbounded","",250
"j","ActivityDriverLicenseAssociationType","j:ActivityDriverLicenseAssociationType","nc","Person","nc:Person","0","unbounded","",260
"j","ActivityDriverLicenseAssociationType","j:ActivityDriverLicenseAssociationType","j","ActivityDriverLicenseAssociationAugmentationPoint","j:ActivityDriverLicenseAssociationAugmentationPoint","0","unbounded","",9999
"j","ActivityEmailAddressAssociationType","j:ActivityEmailAddressAssociationType","nc","Activity","nc:Activity","0","unbounded","",10
"j","ActivityEmailAddressAssociationType","j:ActivityEmailAddressAssociationType","nc","ContactEmailID","nc:ContactEmailID","0","unbounded","",10
"j","ActivityEmailAddressAssociationType","j:ActivityEmailAddressAssociationType","j","ActivityEmailAddressAssociationAugmentationPoint","j:ActivityEmailAddressAssociationAugmentationPoint","0","unbounded","",9999
"j","ActivityEmployeeAssociationType","j:ActivityEmployeeAssociationType","nc","Activity","nc:Activity","0","unbounded","",270
"j","ActivityEmployeeAssociationType","j:ActivityEmployeeAssociationType","nc","Employee","nc:Employee","0","unbounded","",280
"j","ActivityEmployeeAssociationType","j:ActivityEmployeeAssociationType","j","ActivityEmployeeAssociationAugmentationPoint","j:ActivityEmployeeAssociationAugmentationPoint","0","unbounded","",9999
"j","ActivityEvidenceAssociationType","j:ActivityEvidenceAssociationType","nc","Activity","nc:Activity","0","unbounded","",290
"j","ActivityEvidenceAssociationType","j:ActivityEvidenceAssociationType","j","Evidence","j:Evidence","0","unbounded","",300
"j","ActivityEvidenceAssociationType","j:ActivityEvidenceAssociationType","j","ActivityEvidenceAssociationAugmentationPoint","j:ActivityEvidenceAssociationAugmentationPoint","0","unbounded","",9999
"nc","ActivityFacilityAssociationType","nc:ActivityFacilityAssociationType","nc","Activity","nc:Activity","0","unbounded","",310
"nc","ActivityFacilityAssociationType","nc:ActivityFacilityAssociationType","nc","Facility","nc:Facility","0","unbounded","",320
"nc","ActivityFacilityAssociationType","nc:ActivityFacilityAssociationType","nc","ActivityFacilityAssociationAugmentationPoint","nc:ActivityFacilityAssociationAugmentationPoint","0","unbounded","",9999
"j","ActivityFeeAssociationType","j:ActivityFeeAssociationType","nc","Activity","nc:Activity","0","unbounded","",330
"j","ActivityFeeAssociationType","j:ActivityFeeAssociationType","nc","Fee","nc:Fee","0","unbounded","",340
"j","ActivityFeeAssociationType","j:ActivityFeeAssociationType","j","ActivityFeeAssociationAugmentationPoint","j:ActivityFeeAssociationAugmentationPoint","0","unbounded","",9999
"j","ActivityForceAssociationType","j:ActivityForceAssociationType","nc","Activity","nc:Activity","0","unbounded","",350
"j","ActivityForceAssociationType","j:ActivityForceAssociationType","j","Force","j:Force","0","unbounded","",360
"j","ActivityForceAssociationType","j:ActivityForceAssociationType","j","ActivityForceAssociationAugmentationPoint","j:ActivityForceAssociationAugmentationPoint","0","unbounded","",9999
"j","ActivityIncidentAssociationType","j:ActivityIncidentAssociationType","nc","Activity","nc:Activity","0","unbounded","",370
"j","ActivityIncidentAssociationType","j:ActivityIncidentAssociationType","nc","Incident","nc:Incident","0","unbounded","",380
"j","ActivityIncidentAssociationType","j:ActivityIncidentAssociationType","j","ActivityIncidentAssociationAugmentationPoint","j:ActivityIncidentAssociationAugmentationPoint","0","unbounded","",9999
"j","ActivityInstantMessengerAssociationType","j:ActivityInstantMessengerAssociationType","j","InstantMessengerID","j:InstantMessengerID","0","unbounded","",10
"j","ActivityInstantMessengerAssociationType","j:ActivityInstantMessengerAssociationType","nc","Activity","nc:Activity","0","unbounded","",10
"j","ActivityInstantMessengerAssociationType","j:ActivityInstantMessengerAssociationType","j","ActivityInstantMessengerAssociationAugmentationPoint","j:ActivityInstantMessengerAssociationAugmentationPoint","0","unbounded","",9999
"hs","ActivityInvolvedPersonAssociationAugmentationType","hs:ActivityInvolvedPersonAssociationAugmentationType","hs","SignatureRequiredIndicator","hs:SignatureRequiredIndicator","0","unbounded","",1
"nc","ActivityItemAssociationType","nc:ActivityItemAssociationType","nc","Activity","nc:Activity","0","unbounded","",4020
"nc","ActivityItemAssociationType","nc:ActivityItemAssociationType","nc","Item","nc:Item","0","unbounded","",4030
"nc","ActivityItemAssociationType","nc:ActivityItemAssociationType","nc","ActivityItemAssociationAugmentationPoint","nc:ActivityItemAssociationAugmentationPoint","0","unbounded","",9999
"j","ActivityJudgeAssociationType","j:ActivityJudgeAssociationType","nc","Activity","nc:Activity","0","unbounded","",390
"j","ActivityJudgeAssociationType","j:ActivityJudgeAssociationType","j","Judge","j:Judge","0","unbounded","",400
"j","ActivityJudgeAssociationType","j:ActivityJudgeAssociationType","j","ActivityJudgeAssociationAugmentationPoint","j:ActivityJudgeAssociationAugmentationPoint","0","unbounded","",9999
"j","ActivityJurisdictionAssociationType","j:ActivityJurisdictionAssociationType","nc","Activity","nc:Activity","0","unbounded","",410
"j","ActivityJurisdictionAssociationType","j:ActivityJurisdictionAssociationType","nc","Jurisdiction","nc:Jurisdiction","0","unbounded","",420
"j","ActivityJurisdictionAssociationType","j:ActivityJurisdictionAssociationType","j","ActivityJurisdictionAssociationAugmentationPoint","j:ActivityJurisdictionAssociationAugmentationPoint","0","unbounded","",9999
"j","ActivityLocationAssociationType","j:ActivityLocationAssociationType","nc","Activity","nc:Activity","0","unbounded","",430
"j","ActivityLocationAssociationType","j:ActivityLocationAssociationType","nc","Location","nc:Location","0","unbounded","",440
"j","ActivityLocationAssociationType","j:ActivityLocationAssociationType","j","ActivityLocationAssociationAugmentationPoint","j:ActivityLocationAssociationAugmentationPoint","0","unbounded","",9999
"j","ActivityNetworkAddressAssociationType","j:ActivityNetworkAddressAssociationType","j","NetworkAddressID","j:NetworkAddressID","0","unbounded","",10
"j","ActivityNetworkAddressAssociationType","j:ActivityNetworkAddressAssociationType","nc","Activity","nc:Activity","0","unbounded","",10
"j","ActivityNetworkAddressAssociationType","j:ActivityNetworkAddressAssociationType","j","ActivityNetworkAddressAssociationAugmentationPoint","j:ActivityNetworkAddressAssociationAugmentationPoint","0","unbounded","",9999
"j","ActivityObligationAssociationType","j:ActivityObligationAssociationType","nc","Activity","nc:Activity","0","unbounded","",450
"j","ActivityObligationAssociationType","j:ActivityObligationAssociationType","nc","Obligation","nc:Obligation","0","unbounded","",460
"j","ActivityObligationAssociationType","j:ActivityObligationAssociationType","j","ActivityObligationAssociationAugmentationPoint","j:ActivityObligationAssociationAugmentationPoint","0","unbounded","",9999
"nc","ActivityOrganizationAssociationType","nc:ActivityOrganizationAssociationType","nc","Activity","nc:Activity","0","unbounded","",1340
"nc","ActivityOrganizationAssociationType","nc:ActivityOrganizationAssociationType","nc","Organization","nc:Organization","0","unbounded","",1350
"nc","ActivityOrganizationAssociationType","nc:ActivityOrganizationAssociationType","nc","ActivityInvolvementAbstract","nc:ActivityInvolvementAbstract","0","unbounded","",1360
"nc","ActivityOrganizationAssociationType","nc:ActivityOrganizationAssociationType","nc","ActivityOrganizationAssociationAugmentationPoint","nc:ActivityOrganizationAssociationAugmentationPoint","0","unbounded","",9999
"nc","ActivityPersonAssociationType","nc:ActivityPersonAssociationType","nc","Activity","nc:Activity","0","unbounded","",1320
"nc","ActivityPersonAssociationType","nc:ActivityPersonAssociationType","nc","Person","nc:Person","0","unbounded","",1330
"nc","ActivityPersonAssociationType","nc:ActivityPersonAssociationType","nc","ActivityInvolvementAbstract","nc:ActivityInvolvementAbstract","0","unbounded","",1340
"nc","ActivityPersonAssociationType","nc:ActivityPersonAssociationType","nc","ActivityPersonAssociationAugmentationPoint","nc:ActivityPersonAssociationAugmentationPoint","0","unbounded","",9999
"scr","ActivityProcessClassificationType","scr:ActivityProcessClassificationType","scr","ActivityProcessDescriptionText","scr:ActivityProcessDescriptionText","0","unbounded",,1540
"scr","ActivityProcessClassificationType","scr:ActivityProcessClassificationType","scr","ActivityProcessCategoryAbstract","scr:ActivityProcessCategoryAbstract","0","unbounded","",1550
"scr","ActivityProcessClassificationType","scr:ActivityProcessClassificationType","scr","ActivityProcessClassificationAugmentationPoint","scr:ActivityProcessClassificationAugmentationPoint","0","unbounded","",9999
"j","ActivityProgramAssociationType","j:ActivityProgramAssociationType","nc","Activity","nc:Activity","0","unbounded","",470
"j","ActivityProgramAssociationType","j:ActivityProgramAssociationType","nc","Program","nc:Program","0","unbounded","",480
"j","ActivityProgramAssociationType","j:ActivityProgramAssociationType","j","ActivityProgramAssociationAugmentationPoint","j:ActivityProgramAssociationAugmentationPoint","0","unbounded","",9999
"j","ActivityReferralAssociationType","j:ActivityReferralAssociationType","nc","Activity","nc:Activity","0","unbounded","",490
"j","ActivityReferralAssociationType","j:ActivityReferralAssociationType","nc","Referral","nc:Referral","0","unbounded","",500
"j","ActivityReferralAssociationType","j:ActivityReferralAssociationType","j","ActivityReferralAssociationAugmentationPoint","j:ActivityReferralAssociationAugmentationPoint","0","unbounded","",9999
"j","ActivityReleaseAssociationType","j:ActivityReleaseAssociationType","nc","Activity","nc:Activity","0","unbounded","",510
"j","ActivityReleaseAssociationType","j:ActivityReleaseAssociationType","nc","Release","nc:Release","0","unbounded","",520
"j","ActivityReleaseAssociationType","j:ActivityReleaseAssociationType","nc","Facility","nc:Facility","0","unbounded","",530
"j","ActivityReleaseAssociationType","j:ActivityReleaseAssociationType","nc","Organization","nc:Organization","0","unbounded","",540
"j","ActivityReleaseAssociationType","j:ActivityReleaseAssociationType","j","Subject","j:Subject","0","unbounded","",550
"j","ActivityReleaseAssociationType","j:ActivityReleaseAssociationType","j","ActivityOfficial","j:ActivityOfficial","0","unbounded","",560
"j","ActivityReleaseAssociationType","j:ActivityReleaseAssociationType","j","ActivityReleaseAssociationAugmentationPoint","j:ActivityReleaseAssociationAugmentationPoint","0","unbounded","",9999
"scr","ActivityRequestClassificationType","scr:ActivityRequestClassificationType","scr","ActivityRequestDescriptionText","scr:ActivityRequestDescriptionText","0","unbounded",,1560
"scr","ActivityRequestClassificationType","scr:ActivityRequestClassificationType","scr","ActivityRequestCategoryAbstract","scr:ActivityRequestCategoryAbstract","0","unbounded","",1570
"scr","ActivityRequestClassificationType","scr:ActivityRequestClassificationType","scr","ActivityRequestClassificationAugmentationPoint","scr:ActivityRequestClassificationAugmentationPoint","0","unbounded","",9999
"scr","ActivityResponseClassificationType","scr:ActivityResponseClassificationType","scr","ActivityResponseDescriptionText","scr:ActivityResponseDescriptionText","0","unbounded",,1580
"scr","ActivityResponseClassificationType","scr:ActivityResponseClassificationType","scr","ActivityResponseCategoryAbstract","scr:ActivityResponseCategoryAbstract","0","unbounded","",1590
"scr","ActivityResponseClassificationType","scr:ActivityResponseClassificationType","scr","ActivityResponseClassificationAugmentationPoint","scr:ActivityResponseClassificationAugmentationPoint","0","unbounded","",9999
"em","ActivityResponseCoordinationType","em:ActivityResponseCoordinationType","em","ActivityResponsePartner","em:ActivityResponsePartner","0","unbounded","",10
"em","ActivityResponseCoordinationType","em:ActivityResponseCoordinationType","em","PartnerTask","em:PartnerTask","0","unbounded","",20
"em","ActivityResponseCoordinationType","em:ActivityResponseCoordinationType","em","ActivityResponseCoordinationAugmentationPoint","em:ActivityResponseCoordinationAugmentationPoint","0","unbounded","",9999
